date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:54:21	205942/205942	---MC-	200	added ('OK')	image/png	etag:%222ac0ed65b8c64d57f592619854a0050e%22	https://framerusercontent.com/images/zbrsW2FkGqDaifSbE7QPk8Ug8.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/zbrsW2FkGqDaifSbE7QPk8Ug8.png	(from https://shreytrivedi.com/)
09:54:21	654052/654052	---M-Z	200	added ('OK')	text/html	etag:%22d11457c77183eb77796c3710771c6001%22	https://shreytrivedi.com/casestudy1	C:/My%20Web%20Sites/portfiolio%20web/shreytrivedi.com/casestudy1.html	(from https://shreytrivedi.com/)
09:54:22	376961/376961	---MC-	200	added ('OK')	image/png	etag:%2254c2b633dfa15224c1f1d7e3fefe31f5%22	https://framerusercontent.com/images/p0k1blzFvCzPwpLGwG1tuHHyo.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/p0k1blzFvCzPwpLGwG1tuHHyo.png	(from https://shreytrivedi.com/)
09:54:22	56944/56944	---MC-	200	added ('OK')	image/png	etag:%226c5f0b7bd16a4ee9216d12826eb10fa5%22	https://framerusercontent.com/images/XO2gAu5YIrJW9aExrS3c7fjHNXU.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/XO2gAu5YIrJW9aExrS3c7fjHNXU.png	(from https://shreytrivedi.com/)
09:54:22	70969/70969	---MC-	200	added ('OK')	image/png	etag:%22f3c9123417f8c12c0cbbd7f7a03faded%22	https://framerusercontent.com/images/sy7F7OKSHZZzoBHKP6RGEsbcYKo.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/sy7F7OKSHZZzoBHKP6RGEsbcYKo.png	(from https://shreytrivedi.com/)
09:54:23	460706/460706	---M-Z	200	added ('OK')	text/html	etag:%22ed4b6a2d8e5b7779168a89022248e4b3%22	https://shreytrivedi.com/casestudy2	C:/My%20Web%20Sites/portfiolio%20web/shreytrivedi.com/casestudy2.html	(from https://shreytrivedi.com/)
09:54:23	83380/83380	---MC-	200	added ('OK')	image/png	etag:%22e9b2983e657ad5eabb5f4c564264103a%22	https://framerusercontent.com/images/hhc6xPAEND4bT4ce2uO6AnJiok.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/hhc6xPAEND4bT4ce2uO6AnJiok.png	(from https://shreytrivedi.com/)
09:54:23	20046/20046	---MC-	200	added ('OK')	image/png	etag:%22ef1395bd1bad7939e6a522953cd30225%22	https://framerusercontent.com/images/jlSvr4NKPOOFlXcDr0YJuboRWoY.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/jlSvr4NKPOOFlXcDr0YJuboRWoY.png	(from https://shreytrivedi.com/)
09:54:23	338318/338318	---MC-	200	added ('OK')	image/png	etag:%22aeddfbf11452a624e5e3d167d27ce130%22	https://framerusercontent.com/images/bZZydekn9hZlTFRbHldqGQyC0.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/bZZydekn9hZlTFRbHldqGQyC0.png	(from https://shreytrivedi.com/)
09:54:24	324946/324946	---MC-	200	added ('OK')	image/png	etag:%228efe460552e7637a18a7ecbca868c56b%22	https://framerusercontent.com/images/iupB1hboufH8kBChASeFsb8O94.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/iupB1hboufH8kBChASeFsb8O94.png	(from https://shreytrivedi.com/)
09:54:24	56998/56998	---MC-	200	added ('OK')	image/png	etag:%2200da2464fe2d95a8c27f70b214ffe778%22	https://framerusercontent.com/images/XWuz04EBXdaJZLvQtyB0AQwzIU.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/XWuz04EBXdaJZLvQtyB0AQwzIU.png	(from https://shreytrivedi.com/)
09:54:24	616970/616970	---MC-	200	added ('OK')	image/jpeg	etag:%22f5b744bf07e27d4094380603f3234143%22	https://framerusercontent.com/images/lA36yn7xIUfca2HEHW9oL2b4a2M.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/lA36yn7xIUfca2HEHW9oL2b4a2M.jpg	(from https://shreytrivedi.com/)
09:54:24	160337/160337	---MC-	200	added ('OK')	image/png	etag:%222fbddf7d64e8b2183776afe391199395%22	https://framerusercontent.com/images/NQdSnn5ftKGBTWWVjTZ9WCWdQ.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/NQdSnn5ftKGBTWWVjTZ9WCWdQ.png	(from https://shreytrivedi.com/)
09:54:25	165997/165997	---MC-	200	added ('OK')	image/png	etag:%22abc65575d4e5dbabe3ed79f531887b22%22	https://framerusercontent.com/images/RRYAznw6THwSQh2lwgBuyTvy1Q.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/RRYAznw6THwSQh2lwgBuyTvy1Q.png	(from https://shreytrivedi.com/)
09:54:26	29711/29711	---MC-	200	added ('OK')	image/png	etag:%22063479c826b7dace5c0d39ab9670b257%22	https://framerusercontent.com/images/gXDNSZmPuNhDnCJCln5S56U2ToY.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/gXDNSZmPuNhDnCJCln5S56U2ToY.png	(from https://shreytrivedi.com/)
09:54:26	370077/370077	---MC-	200	added ('OK')	image/jpeg	etag:%22ed512657e2c496a5e6ff476583032575%22	https://framerusercontent.com/images/DY4poMAo7HhZwCDv0pJkBXlu8I4.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/DY4poMAo7HhZwCDv0pJkBXlu8I4.jpg	(from https://shreytrivedi.com/)
09:54:27	152521/152521	---MC-	200	added ('OK')	image/png	etag:%22fa7507b4d4e3c5498499c6e606fd9a46%22	https://framerusercontent.com/images/buWtw2LJSZdEy4kyY6uKFBf6Y.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/buWtw2LJSZdEy4kyY6uKFBf6Y.png	(from https://shreytrivedi.com/)
09:54:27	50310/50310	---MC-	200	added ('OK')	image/png	etag:%22981bffdea0b431b728bb13f40cd51858%22	https://framerusercontent.com/images/qUwIHhDV9gdFoHa4ITtPND1jujs.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/qUwIHhDV9gdFoHa4ITtPND1jujs.png	(from https://shreytrivedi.com/)
09:54:28	100453/100453	---MC-	200	added ('OK')	image/png	etag:%2290fed59d19844c67ee9b93632dfa2003%22	https://framerusercontent.com/images/gE4iINvJTO7cNffkmNU2yYb3Q.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/gE4iINvJTO7cNffkmNU2yYb3Q.png	(from https://shreytrivedi.com/)
09:54:28	771049/771049	---MC-	200	added ('OK')	image/png	etag:%228f86c9a053002256cc7aeab250d4380f%22	https://framerusercontent.com/images/uNIVY4orftSglVHIbHcykyo7is4.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/uNIVY4orftSglVHIbHcykyo7is4.png	(from https://shreytrivedi.com/)
09:54:28	117783/117783	---MC-	200	added ('OK')	image/png	etag:%2233fccad5482dedad2689fd86910559da%22	https://framerusercontent.com/images/9y4Xm4TQSSwYmnb8nVkVYHSoHA.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/9y4Xm4TQSSwYmnb8nVkVYHSoHA.png	(from https://shreytrivedi.com/)
09:54:30	208540/208540	---MC-	200	added ('OK')	image/png	etag:%223f659d02dcc5f9dae18641114b6d789c%22	https://framerusercontent.com/images/uNIVY4orftSglVHIbHcykyo7is4.png?scale-down-to=1024	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/uNIVY4orftSglVHIbHcykyo7is4bf23.png	(from https://shreytrivedi.com/)
09:54:30	255286/255286	---MC-	200	added ('OK')	image/png	etag:%2222842d43f40847ade5b379aba0cbe845%22	https://framerusercontent.com/images/GNkcCYyPw5eOalHBrTuV6679gI.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/GNkcCYyPw5eOalHBrTuV6679gI.png	(from https://shreytrivedi.com/)
09:54:30	112808/112808	---MC-	200	added ('OK')	image/png	etag:%222f9867d2e19b76ebca59ef2e979ca46d%22	https://framerusercontent.com/images/DTQ0pRaPE5RY39aQOg8NLeN3Y.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/DTQ0pRaPE5RY39aQOg8NLeN3Y.png	(from https://shreytrivedi.com/)
09:54:31	1902119/1902119	---MC-	200	added ('OK')	image/jpeg	etag:%225ebeaa9982dd4a787a6d72c1c79a2e6c%22	https://framerusercontent.com/images/3nhJMn0EQRz6ueaiiBLsvCbkTU.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/3nhJMn0EQRz6ueaiiBLsvCbkTU.jpg	(from https://shreytrivedi.com/)
09:54:31	137359/137359	---MC-	200	added ('OK')	image/jpeg	etag:%22c17d2eadbdb4e14368c12183a7f0c258%22	https://framerusercontent.com/images/YtR9ropeZ0VieDPgbcQXc0UOp4.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/YtR9ropeZ0VieDPgbcQXc0UOp4.jpg	(from https://shreytrivedi.com/)
09:54:32	1452036/1452036	---MC-	200	added ('OK')	image/jpeg	etag:%2250b3ac6dfbbbdbc1b2bf651ad21cadfb%22	https://framerusercontent.com/images/ixMcGN49Hf9rtIUg2IXi2GUyM.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/ixMcGN49Hf9rtIUg2IXi2GUyM.jpg	(from https://shreytrivedi.com/)
09:54:32	8489/8489	---MC-	200	added ('OK')	image/png	etag:%22178c8890eefb5d797d54cc10bc79edef%22	https://framerusercontent.com/images/PMI8OoBan098sxr9rrTGQfAM7k.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/PMI8OoBan098sxr9rrTGQfAM7k.png	(from https://shreytrivedi.com/)
09:54:33	12426/12426	---MC-	200	added ('OK')	image/png	etag:%228ecde4dc74d178dba6bf7f1c690aee1b%22	https://framerusercontent.com/images/S3kGKXRvAQlb3KG2hNYX4n2tc.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/S3kGKXRvAQlb3KG2hNYX4n2tc.png	(from https://shreytrivedi.com/about)
09:54:33	56607/56607	---MC-	200	added ('OK')	image/png	etag:%225c9db8b6913f323418e84cd932165000%22	https://framerusercontent.com/images/BwfX8G6n0XFRatvmZKlqPXZ2yo.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/BwfX8G6n0XFRatvmZKlqPXZ2yo.png	(from https://shreytrivedi.com/about)
09:54:33	689571/689571	---M--	200	added ('OK')	image/png	etag:%22a5557c62a978b2cdcc4ed27b47635140%22	https://framerusercontent.com/assets/Bdfu4UP6B6BYtXmgDvkZKu9sU94.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/assets/Bdfu4UP6B6BYtXmgDvkZKu9sU94.png	(from https://shreytrivedi.com/about)
09:54:33	30545/30545	---MC-	200	added ('OK')	image/png	etag:%22e99cfaddfe3e0d87d0e526d441f81cdc%22	https://framerusercontent.com/images/bSAIH50GuKllVeEhfplmimZQva8.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/bSAIH50GuKllVeEhfplmimZQva8.png	(from https://shreytrivedi.com/about)
09:54:34	35665/35665	---MC-	200	added ('OK')	image/png	etag:%226ec6ea545b9fb00d5c1bfa232a1e4eea%22	https://framerusercontent.com/images/9gWE9h5zLVkCglOgFR2qXvVEGow.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/9gWE9h5zLVkCglOgFR2qXvVEGow.png	(from https://shreytrivedi.com/about)
09:54:34	40288/40288	---MC-	200	added ('OK')	image/png	etag:%22e66f4d180ae3c074678e038acb53b7fa%22	https://framerusercontent.com/images/4Uo3AiLB6a1ppEm6cmbmRA1Qc.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/4Uo3AiLB6a1ppEm6cmbmRA1Qc.png	(from https://shreytrivedi.com/about)
09:54:35	398192/398192	---MC-	200	added ('OK')	image/png	etag:%224e78647502828811e8decf65d5794756%22	https://framerusercontent.com/images/BqxOxXo5AHL1GiCbbhn8mH8Y.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/BqxOxXo5AHL1GiCbbhn8mH8Y.png	(from https://shreytrivedi.com/about)
09:54:35	1067796/1067796	---MC-	200	added ('OK')	image/png	etag:%228dd848cb5e2e406433e64fb8bf460161%22	https://framerusercontent.com/images/NuIwVpib9LWflQanGblD3rmFFc.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/NuIwVpib9LWflQanGblD3rmFFc.png	(from https://shreytrivedi.com/about)
09:54:36	1281619/1281619	---MC-	200	added ('OK')	image/jpeg	etag:%2205333a5c12b50a01aded71b8deb0fd5a%22	https://framerusercontent.com/images/bcQypPBrz8GTVRepDfPqW9yY5MY.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/bcQypPBrz8GTVRepDfPqW9yY5MY.jpg	(from https://shreytrivedi.com/about)
09:54:37	118453/118453	---MC-	200	added ('OK')	image/png	etag:%22b9460252f09c8c6c4245575e0afdeca3%22	https://framerusercontent.com/images/LP6Q8JE7Ftor4BTOTNHoPjm2AM.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/LP6Q8JE7Ftor4BTOTNHoPjm2AM.png	(from https://shreytrivedi.com/about)
09:54:37	244035/244035	---MC-	200	added ('OK')	image/jpeg	etag:%221aa7e0501c04b57d17dc39bde681f84d%22	https://framerusercontent.com/images/PIAEoPO1L2USMDBKF0Qb1vLK0.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/PIAEoPO1L2USMDBKF0Qb1vLK0.jpg	(from https://shreytrivedi.com/about)
09:54:38	139401/139401	---MC-	200	added ('OK')	image/jpeg	etag:%224e7a46acaf9b53f9ddff57d92c9d2428%22	https://framerusercontent.com/images/y508lVziUqHPP4LfBmyKUfhU.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/y508lVziUqHPP4LfBmyKUfhU.jpg	(from https://shreytrivedi.com/about)
09:54:38	242181/242181	---MC-	200	added ('OK')	image/jpeg	etag:%22f52f425f0469c0176b80d7a3a9aaf392%22	https://framerusercontent.com/images/p2uCDKd1M8kX8W9yDhMqQgW2QFs.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/p2uCDKd1M8kX8W9yDhMqQgW2QFs.jpg	(from https://shreytrivedi.com/about)
09:54:38	147219/147219	---MC-	200	added ('OK')	image/jpeg	etag:%229c3bd80d655a77cb2e67bffef932082b%22	https://framerusercontent.com/images/85qWcIKcHZQdJMF1MObMDaqVN5I.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/85qWcIKcHZQdJMF1MObMDaqVN5I.jpg	(from https://shreytrivedi.com/about)
09:54:39	248304/248304	---MC-	200	added ('OK')	image/jpeg	etag:%22774b45b779122f81931449288d7a51e4%22	https://framerusercontent.com/images/Is7NgCLNFPtnaVMStyCEdXdFxM.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/Is7NgCLNFPtnaVMStyCEdXdFxM.jpg	(from https://shreytrivedi.com/about)
09:54:39	86572/86572	---MC-	200	added ('OK')	image/jpeg	etag:%22a3032fc477a3de848774dc70043d6d46%22	https://framerusercontent.com/images/NEaojzTEYkk9VJxSTlWSkr6Ypbs.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/NEaojzTEYkk9VJxSTlWSkr6Ypbs.jpg	(from https://shreytrivedi.com/about)
09:54:39	251453/251453	---MC-	200	added ('OK')	image/jpeg	etag:%22f7bfc246869ec937669cab764b97dacc%22	https://framerusercontent.com/images/uVharLShxJ8WtjydiG0U8W0gU.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/uVharLShxJ8WtjydiG0U8W0gU.jpg	(from https://shreytrivedi.com/about)
09:54:40	122107/122107	---MC-	200	added ('OK')	image/jpeg	etag:%224abfe9885c857fe78903fd37bd0e5125%22	https://framerusercontent.com/images/XrnlklbUBgos2yItRwkSZ28b0k.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/XrnlklbUBgos2yItRwkSZ28b0k.jpg	(from https://shreytrivedi.com/about)
09:54:40	180555/180555	---MC-	200	added ('OK')	image/jpeg	etag:%226598295592a3b8ad316b701b277630b9%22	https://framerusercontent.com/images/Vcy7aCbBmGSviunWnrhsEJCg.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/Vcy7aCbBmGSviunWnrhsEJCg.jpg	(from https://shreytrivedi.com/about)
09:54:40	44447/44447	---MC-	200	added ('OK')	image/jpeg	etag:%2266d89a082a174c429a9d05d67ed313a2%22	https://framerusercontent.com/images/NEH6OegECGFbT1hEV4MCkarRI8U.jpeg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/NEH6OegECGFbT1hEV4MCkarRI8U.jpg	(from https://shreytrivedi.com/about)
09:54:40	61507/61507	---MC-	200	added ('OK')	image/jpeg	etag:%22c29c815aecc3c64be5b151fefbbbf873%22	https://framerusercontent.com/images/715OgKotrR9ZVBKspAlQfKTYipU.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/715OgKotrR9ZVBKspAlQfKTYipU.jpg	(from https://shreytrivedi.com/about)
09:54:41	70068/70068	---MC-	200	added ('OK')	image/png	etag:%22788a44cde96e8f897101cf3d5d862842%22	https://framerusercontent.com/images/gv4PCN55oNvemQhDF0O2u5BmW3w.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/gv4PCN55oNvemQhDF0O2u5BmW3w.png	(from https://shreytrivedi.com/about)
09:54:41	16420/16420	---MC-	200	added ('OK')	image/jpeg	etag:%22ca0b4f18922b7be77e0d80085b0ab6bc%22	https://framerusercontent.com/images/UnKRmRqUxyorwDohPJkBEumHw.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/UnKRmRqUxyorwDohPJkBEumHw.jpg	(from https://shreytrivedi.com/about)
09:54:41	49246/49246	---MC-	200	added ('OK')	image/jpeg	etag:%22414f8957d8ca7696f678ed3e395d3c28%22	https://framerusercontent.com/images/XESrcBbD8Cc2YGtK2ZhqFJXWUo.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/XESrcBbD8Cc2YGtK2ZhqFJXWUo.jpg	(from https://shreytrivedi.com/about)
09:54:41	45925/45925	---MC-	200	added ('OK')	image/jpeg	etag:%22680055d4ea8c65ac3d0bc78435c334e6%22	https://framerusercontent.com/images/r3XV2gQKV492mxfulpFv8LVSms.jpg	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/r3XV2gQKV492mxfulpFv8LVSms.jpg	(from https://shreytrivedi.com/about)
09:54:42	2731/2731	---MC-	200	added ('OK')	image/png	etag:%226b0a1334ff102b269b534da50239a45a%22	https://framerusercontent.com/images/88iPPOMUXExKM0tXmUVHt1PWx0.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/88iPPOMUXExKM0tXmUVHt1PWx0.png	(from https://shreytrivedi.com/casestudy3)
09:54:42	72424/72424	---M--	200	added ('OK')	image/png	etag:%22a37194191bfa5f539cbfe521f32c6317%22	https://framerusercontent.com/assets/rjhfTsD8Qoj8w1hCioeECKrdmSU.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/assets/rjhfTsD8Qoj8w1hCioeECKrdmSU.png	(from https://shreytrivedi.com/casestudy3)
09:54:42	3328/3328	---MC-	200	added ('OK')	image/png	etag:%22156dd73db66a3ba6074847e7a4930811%22	https://framerusercontent.com/images/Yo8wWUgYDHUbLXE61JVBKVRCsFU.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/Yo8wWUgYDHUbLXE61JVBKVRCsFU.png	(from https://shreytrivedi.com/casestudy3)
09:54:43	2996/2996	---MC-	200	added ('OK')	image/png	etag:%223afc79f371269d41382cf83e85094166%22	https://framerusercontent.com/images/rwWUKSs0lX4FNb61ceCFBpkqRyI.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/rwWUKSs0lX4FNb61ceCFBpkqRyI.png	(from https://shreytrivedi.com/casestudy3)
09:54:43	2745/2745	---MC-	200	added ('OK')	image/png	etag:%222f846f81ee0e427c14b79d29dfa204d0%22	https://framerusercontent.com/images/tYF5aJD5qIqmczBueWzYGPFhzYg.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/tYF5aJD5qIqmczBueWzYGPFhzYg.png	(from https://shreytrivedi.com/casestudy3)
09:54:44	115820/115820	---MC-	200	added ('OK')	image/png	etag:%2230125028e5ce5def66669019c3edbbd0%22	https://framerusercontent.com/images/RNdA09wJvKos27qkZKIs5cW9H8.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/RNdA09wJvKos27qkZKIs5cW9H8.png	(from https://shreytrivedi.com/casestudy3)
09:54:44	88784/88784	---MC-	200	added ('OK')	image/png	etag:%2248034b71c254fe8620a0f20b91696ee0%22	https://framerusercontent.com/images/aB6KBpjSj5jyTnE1Lv3mzYhnOE.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/aB6KBpjSj5jyTnE1Lv3mzYhnOE.png	(from https://shreytrivedi.com/casestudy3)
09:54:46	169402/169402	---MC-	200	added ('OK')	image/png	etag:%22c640d7c55af7ee48d6c9127e50ee13aa%22	https://framerusercontent.com/images/SZ8A9Idy9V3SGFCT655WYwQrLU.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/SZ8A9Idy9V3SGFCT655WYwQrLU.png	(from https://shreytrivedi.com/casestudy3)
09:54:48	317125/317125	---MC-	200	added ('OK')	image/png	etag:%22fde6327970dd0c9d9bd0d67b14ff63a9%22	https://framerusercontent.com/images/mO0QjlxazhrAtUUuNDPXbuimOw.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/mO0QjlxazhrAtUUuNDPXbuimOw.png	(from https://shreytrivedi.com/casestudy3)
09:54:50	397666/397666	---MC-	200	added ('OK')	image/png	etag:%22b8b4d46bcf5fe74bdb3669af56319a1e%22	https://framerusercontent.com/images/xGwuFGekPclTZCX2J7AdKuPBA.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/xGwuFGekPclTZCX2J7AdKuPBA.png	(from https://shreytrivedi.com/casestudy3)
09:54:50	1398/1398	---MC-	200	added ('OK')	image/png	etag:%220c92ae378af05d723e8df974a93b92dc%22	https://framerusercontent.com/images/qnJzIeOfpaJJlk4ZsiGTnNddew.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/qnJzIeOfpaJJlk4ZsiGTnNddew.png	(from https://shreytrivedi.com/casestudy3)
09:54:52	406523/406523	---MC-	200	added ('OK')	image/png	etag:%2219d3f281d8c789c6ca1441d61dda35ca%22	https://framerusercontent.com/images/zOhGkqz1nFvWlHGE7G4HyfbNRdE.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/zOhGkqz1nFvWlHGE7G4HyfbNRdE.png	(from https://shreytrivedi.com/casestudy3)
09:54:53	52716/52716	---MC-	200	added ('OK')	image/png	etag:%226944a97098434d6fe0ed6d8c480a0766%22	https://framerusercontent.com/images/O7oFe8PQFQXrMoB3bL1XrqrKI9I.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/O7oFe8PQFQXrMoB3bL1XrqrKI9I.png	(from https://shreytrivedi.com/casestudy3)
09:54:56	479999/479999	---MC-	200	added ('OK')	image/png	etag:%22a9d09fcb389962101b95616f69178eff%22	https://framerusercontent.com/images/ulQr6DGXpkv5h9iJAUn5z9Zm8.png	C:/My%20Web%20Sites/portfiolio%20web/framerusercontent.com/images/ulQr6DGXpkv5h9iJAUn5z9Zm8.png	(from https://shreytrivedi.com/casestudy3)
